id,temperature,created_at,sound,light,dust,fan,motion
"'7048', ","'25.1', ","'2026-05-08  00:21:45', ","'9.74', '","0.23', ","'0.0322', ","'0', ",'0'
"'7049', ","'24.93',"," '2026-05-08  00:22:00',"," '7.93', ","'1.97',"," '0.0099',"," '0',", '0'
"'7050', ","'24.81',"," '2026-05-08  00:22:15',"," '13.24',", '1.54',", '0.0339'",", '0'",", '0'"
"'7051', ","'24.94',"," '2026-05-08  00:22:30',"," '13.78',", '1.42',", '0.0339'",", '0'",", '0'"
"'7052', ","'25.1', ","'2026-05-08  00:22:45', ","'12.32', ","'1.65',"," '0.0348',"," '0',", '0'
"'7053', ","'25.07',"," '2026-05-08  00:23:00',"," '10.36',", '0.09',", '0.0182'",", '0'",", '0'"
"'7054', ","'24.85',"," '2026-05-08  00:23:15',"," '6.14', ","'2.2', ","'0.0283', ","'0', ",'0'
"'7055', ","'24.89',"," '2026-05-08  00:23:30',"," '13.74',", '0.94',", '0.0345'",", '0'",", '0'"
"'7056', ","'24.57',"," '2026-05-08  00:23:45',"," '11.83',", '0.16',", '0.0193'",", '0'",", '0'"
"'7057', ","'24.62',"," '2026-05-08  00:24:00',"," '11.56',", '0.59',", '0.0203'",", '0'",", '0'"
"'7058', ","'24.89',"," '2026-05-08  00:24:15',"," '11.26',", '1.81',", '0.0243'",", '0'",", '0'"
"'7059', ","'24.81',"," '2026-05-08  00:24:30',"," '6.58', ","'0.72',"," '0.022', ","'0', ",'0'
"'7060', ","'24.87',"," '2026-05-08  00:24:45',"," '12.77',"," '0.6',"," '0.0338',"," '0',", '0'
"'7061', ","'24.54',"," '2026-05-08  00:25:00',"," '13.38',", '0.91',", '0.0253'",", '0'",", '0'"
"'7062', ","'24.74',"," '2026-05-08  00:25:15',"," '13.4', ","'1.36',"," '0.0153',"," '0',", '0'
"'7063', ","'25.02',"," '2026-05-08  00:25:30',"," '13.84',", '0.27',", '0.0263'",", '0'",", '0'"
"'7064', ","'24.86',"," '2026-05-08  00:25:45',"," '10.29',", '1.35',", '0.0158'",", '0'",", '0'"
"'7065', ","'24.65',"," '2026-05-08  00:26:00',"," '6.98', ","'1.73',"," '0.0135',"," '0',", '0'
"'7066', ","'24.98',"," '2026-05-08  00:26:15',"," '5.43', ","'0.28',"," '0.0121',"," '0',", '0'
"'7067', ","'24.61',"," '2026-05-08  00:26:30',"," '10.29',", '1.19',", '0.0337'",", '0'",", '1'"
"'7068', ","'24.68',"," '2026-05-08  00:26:45',"," '8.54', ","'0.88',"," '0.0283',"," '0',", '0'
"'7069', ","'25.05',"," '2026-05-08  00:27:00',"," '14.08',", '1.06',", '0.0085'",", '0'",", '0'"
"'7070', ","'24.97',"," '2026-05-08  00:27:15',"," '6.77', ","'1.07',"," '0.0221',"," '0',", '0'
"'7071', ","'24.74',"," '2026-05-08  00:27:30',"," '8.37', ","'0.78',"," '0.0187',"," '0',", '0'
"'7072', ","'24.87',"," '2026-05-08  00:27:45',"," '14.13',", '1.71',", '0.0331'",", '0'",", '1'"
"'7073', ","'25.06',"," '2026-05-08  00:28:00',"," '11.47',"," '0.1',"," '0.0196',"," '0',", '0'
"'7074', ","'24.66',"," '2026-05-08  00:28:15',"," '8.38', ","'1.38',"," '0.029', ","'0', ",'0'
"'7075', ","'24.75',"," '2026-05-08  00:28:30',"," '6.62', ","'2.08',"," '0.0184',"," '0',", '0'
"'7076', ","'24.85',"," '2026-05-08  00:28:45',"," '9.61', ","'2.27',"," '0.0193',"," '0',", '0'
"'7077', ","'24.94',"," '2026-05-08  00:29:00',"," '14.36',"," '0.5',"," '0.0271',"," '0',", '0'
"'7078', ","'24.57',"," '2026-05-08  00:29:15',"," '6.99', ","'1.29',"," '0.0266',"," '0',", '0'
"'7079', ","'25.05',"," '2026-05-08  00:29:30',"," '9.95', ","'1.73',"," '0.0261',"," '0',", '0'
"'7080', ","'24.5', ","'2026-05-08  00:29:45', ","'9.41', '","0.91', ","'0.0182', ","'0', ",'0'
"'7081', ","'24.71',"," '2026-05-08  00:30:00',"," '5.64', ","'0.36',"," '0.0276',"," '0',", '0'
"'7082', ","'24.96',"," '2026-05-08  00:30:15',"," '13.74',", '1.05',", '0.0163'",", '0'",", '1'"
"'7083', ","'24.89',"," '2026-05-08  00:30:30',"," '12.62',", '0.56',", '0.0219'",", '0'",", '0'"
"'7084', ","'24.92',"," '2026-05-08  00:30:45',"," '6.65', ","'1.11',"," '0.0157',"," '0',", '0'
"'7085', ","'24.59',"," '2026-05-08  00:31:00',"," '6.46', ","'1.29',"," '0.0251',"," '0',", '0'
"'7086', ","'24.74',"," '2026-05-08  00:31:15',"," '12.23',", '1.62',", '0.0137'",", '0'",", '0'"
"'7087', ","'24.58',"," '2026-05-08  00:31:30',"," '9.61', ","'1.14',"," '0.0347',"," '0',", '0'
"'7088', ","'24.88',"," '2026-05-08  00:31:45',"," '6.64', ","'2.4', ","'0.0141', ","'0', ",'1'
"'7089', ","'24.91',"," '2026-05-08  00:32:00',"," '11.04',", '0.97',", '0.034',"," '0',", '0'
"'7090', ","'24.52',"," '2026-05-08  00:32:15',"," '7.23', ","'0.17',"," '0.0304',"," '0',", '1'
"'7091', ","'24.74',"," '2026-05-08  00:32:30',"," '6.37', ","'0.88',"," '0.0263',"," '0',", '0'
"'7092', ","'24.64',"," '2026-05-08  00:32:45',"," '9.41', ","'0.22',"," '0.0194',"," '0',", '0'
"'7093', ","'24.52',"," '2026-05-08  00:33:00',"," '7.15', ","'0.6', ","'0.0249', ","'0', ",'0'
"'7094', ","'24.91',"," '2026-05-08  00:33:15',"," '12.81',", '0.56',", '0.0148'",", '0'",", '0'"
"'7095', ","'24.91',"," '2026-05-08  00:33:30',"," '8.87', ","'0.69',"," '0.035', ","'0', ",'0'
"'7096', ","'24.96',"," '2026-05-08  00:33:45',"," '11.57',", '0.32',", '0.0118'",", '0'",", '0'"
"'7097', ","'24.69',"," '2026-05-08  00:34:00',"," '10.71',", '1.26',", '0.0297'",", '0'",", '0'"
"'7098', ","'24.57',"," '2026-05-08  00:34:15',"," '13.49',", '1.68',", '0.0345'",", '0'",", '0'"
"'7099', ","'24.99',"," '2026-05-08  00:34:30',"," '8.73', ","'0.57',"," '0.0215',"," '0',", '0'
"'7100', ","'24.78',"," '2026-05-08  00:34:45',"," '5.1', '","2.17', ","'0.0218', ","'0', ",'0'
"'7101', ","'24.75',"," '2026-05-08  00:35:00',"," '5.36', ","'0.55',"," '0.0099',"," '0',", '0'
"'7102', ","'24.61',"," '2026-05-08  00:35:15',"," '6.73', ","'0.18',"," '0.0105',"," '0',", '0'
"'7103', ","'24.6', ","'2026-05-08  00:35:30', ","'9.72', '","1.64', ","'0.0217', ","'0', ",'0'
"'7104', ","'24.59',"," '2026-05-08  00:35:45',"," '5.15', ","'0.27',"," '0.0273',"," '0',", '0'
"'7105', ","'24.7', ","'2026-05-08  00:36:00', ","'7.35', '","2.29', ","'0.0129', ","'0', ",'0'
"'7106', ","'24.93',"," '2026-05-08  00:36:15',"," '7.48', ","'1.27',"," '0.0129',"," '0',", '0'
"'7107', ","'24.73',"," '2026-05-08  00:36:30',"," '11.98',", '1.31',", '0.0326'",", '0'",", '0'"
"'7108', ","'24.55',"," '2026-05-08  00:36:45',"," '14.03',", '1.35',", '0.0226'",", '0'",", '0'"
"'7109', ","'24.51',"," '2026-05-08  00:37:00',"," '5.9', '","1.95', ","'0.0229', ","'0', ",'0'
"'7110', ","'24.54',"," '2026-05-08  00:37:15',"," '6.78', ","'2.16',"," '0.0179',"," '0',", '0'
"'7111', ","'24.69',"," '2026-05-08  00:37:30',"," '5.15', ","'2.07',"," '0.0097',"," '0',", '0'
"'7112', ","'24.93',"," '2026-05-08  00:37:45',"," '14.7', ","'1.61',"," '0.0143',"," '0',", '0'
"'7113', ","'24.83',"," '2026-05-08  00:38:00',"," '11.04',", '0.98',", '0.0083'",", '0'",", '1'"
"'7114', ","'24.59',"," '2026-05-08  00:38:15',"," '7.32', ","'2.34',"," '0.0156',"," '0',", '0'
"'7115', ","'24.39',"," '2026-05-08  00:38:30',"," '13.68',", '2.31',", '0.0326'",", '0'",", '0'"
"'7116', ","'24.45',"," '2026-05-08  00:38:45',"," '11.5', ","'1.52',"," '0.0237',"," '0',", '1'
"'7117', ","'24.64',"," '2026-05-08  00:39:00',"," '14.64',", '1.17',", '0.0215'",", '0'",", '0'"
"'7118', ","'24.94',"," '2026-05-08  00:39:15',"," '9.9', '","2.36', ","'0.0151', ","'0', ",'0'
"'7119', ","'24.68',"," '2026-05-08  00:39:30',"," '7.9', '","1.49', ","'0.0234', ","'0', ",'0'
"'7120', ","'24.43',"," '2026-05-08  00:39:45',"," '14.01',"," '0.9',"," '0.0202',"," '0',", '0'
"'7121', ","'24.59',"," '2026-05-08  00:40:00',"," '6.27', ","'0.43',"," '0.0154',"," '0',", '0'
"'7122', ","'24.65',"," '2026-05-08  00:40:15',"," '7.07', ","'0.09',"," '0.0215',"," '0',", '0'
"'7123', ","'24.87',"," '2026-05-08  00:40:30',"," '13.39',"," '1.7',"," '0.0154',"," '0',", '0'
"'7124', ","'24.92',"," '2026-05-08  00:40:45',"," '13.23',", '1.52',", '0.0124'",", '0'",", '0'"
"'7125', ","'24.73',"," '2026-05-08  00:41:00',"," '7.29', ","'0.17',"," '0.0175',"," '0',", '0'
"'7126', ","'24.74',"," '2026-05-08  00:41:15',"," '12.64',", '0.44',", '0.0255'",", '0'",", '0'"
"'7127', ","'24.33',"," '2026-05-08  00:41:30',"," '11.34',", '2.31',", '0.0215'",", '0'",", '0'"
"'7128', ","'24.54',"," '2026-05-08  00:41:45',"," '9.1', '","0.2', '","0.0297', '","0', '",0'
"'7129', ","'24.55',"," '2026-05-08  00:42:00',"," '9.69', ","'2.29',"," '0.0315',"," '0',", '0'
"'7130', ","'24.36',"," '2026-05-08  00:42:15',"," '14.78',", '2.31',", '0.0127'",", '0'",", '0'"
"'7131', ","'24.73',"," '2026-05-08  00:42:30',"," '13.92',", '1.02',", '0.0226'",", '0'",", '0'"
"'7132', ","'24.54',"," '2026-05-08  00:42:45',"," '13.18',", '2.16',", '0.0189'",", '0'",", '0'"
"'7133', ","'24.74',"," '2026-05-08  00:43:00',"," '7.71', ","'0.76',"," '0.0139',"," '0',", '1'
"'7134', ","'24.81',"," '2026-05-08  00:43:15',"," '11.32',", '0.12',", '0.0288'",", '0'",", '0'"
"'7135', ","'24.44',"," '2026-05-08  00:43:30',"," '9.34', ","'0.56',"," '0.0204',"," '0',", '0'
"'7136', ","'24.32',"," '2026-05-08  00:43:45',"," '14.33',", '1.02',", '0.0085'",", '0'",", '0'"
"'7137', ","'24.55',"," '2026-05-08  00:44:00',"," '5.68', ","'0.87',"," '0.0278',"," '0',", '0'
"'7138', ","'24.7', ","'2026-05-08  00:44:15', ","'9.39', '","1.95', ","'0.0146', ","'0', ",'0'
"'7139', ","'24.5', ","'2026-05-08  00:44:30', ","'6.25', '","0.11', ","'0.0136', ","'0', ",'0'
"'7140', ","'24.57',"," '2026-05-08  00:44:45',"," '5.55', ","'0.59',"," '0.0173',"," '0',", '0'
"'7141', ","'24.43',"," '2026-05-08  00:45:00',"," '8.09', ","'0.76',"," '0.0188',"," '0',", '0'
"'7142', ","'24.73',"," '2026-05-08  00:45:15',"," '11.85',", '0.81',", '0.0222'",", '0'",", '0'"
"'7143', ","'24.77',"," '2026-05-08  00:45:30',"," '5.14', ","'0.42',"," '0.0274',"," '0',", '1'
"'7144', ","'24.57',"," '2026-05-08  00:45:45',"," '5.89', ","'0.58',"," '0.0319',"," '0',", '0'
"'7145', ","'24.48',"," '2026-05-08  00:46:00',"," '4.72', ","'0.55',"," '0.0118',"," '0',", '0'
"'7146', ","'24.49',"," '2026-05-08  00:46:15',"," '7.66', ","'1.48',"," '0.0306',"," '0',", '0'
"'7147', ","'24.51',"," '2026-05-08  00:46:30',"," '14.36',", '0.03',", '0.0165'",", '0'",", '0'"
"'7148', ","'24.53',"," '2026-05-08  00:46:45',"," '11.73',", '2.19',", '0.0321'",", '0'",", '0'"
"'7149', ","'24.81',"," '2026-05-08  00:47:00',"," '8.06', ","'2.35',"," '0.0183',"," '0',", '0'
"'7150', ","'24.72',"," '2026-05-08  00:47:15',"," '9.73', ","'0.91',"," '0.0243',"," '0',", '0'
"'7151', ","'24.3', ","'2026-05-08  00:47:30', ","'8.53', '","1.03', ","'0.0311', ","'0', ",'0'
"'7152', ","'24.33',"," '2026-05-08  00:47:45',"," '5.77', ","'1.01',"," '0.0211',"," '0',", '0'
"'7153', ","'24.26',"," '2026-05-08  00:48:00',"," '8.83', ","'1.62',"," '0.0246',"," '0',", '0'
"'7154', ","'24.4', ","'2026-05-08  00:48:15', ","'10.79', ","'0.19',"," '0.024', ","'0', ",'0'
"'7155', ","'24.68',"," '2026-05-08  00:48:30',"," '11.45',", '1.21',", '0.0189'",", '0'",", '0'"
"'7156', ","'24.56',"," '2026-05-08  00:48:45',"," '5.38', ","'1.48',"," '0.0333',"," '0',", '0'
"'7157', ","'24.45',"," '2026-05-08  00:49:00',"," '11.99',", '2.36',", '0.0165'",", '0'",", '0'"
"'7158', ","'24.44',"," '2026-05-08  00:49:15',"," '10.52',", '2.04',", '0.0093'",", '0'",", '0'"
"'7159', ","'24.43',"," '2026-05-08  00:49:30',"," '5.06', ","'1.34',"," '0.0099',"," '0',", '0'
"'7160', ","'24.42',"," '2026-05-08  00:49:45',"," '14.54',", '0.14',", '0.0143'",", '0'",", '0'"
"'7161', ","'24.57',"," '2026-05-08  00:50:00',"," '6.87', ","'1.86',"," '0.0116',"," '0',", '0'
"'7162', ","'24.81',"," '2026-05-08  00:50:15',"," '10.66',"," '1.1',"," '0.0291',"," '0',", '0'
"'7163', ","'24.22',"," '2026-05-08  00:50:30',"," '4.99', ","'1.42',"," '0.0188',"," '0',", '0'
"'7164', ","'24.74',"," '2026-05-08  00:50:45',"," '6.47', ","'1.18',"," '0.0206',"," '0',", '0'
"'7165', ","'24.46',"," '2026-05-08  00:51:00',"," '134.7',", '2.31',", '0.0329'",", '0'",", '0'"
"'7166', ","'24.75',"," '2026-05-08  00:51:15',"," '5.24', ","'0.13',"," '0.0272',"," '0',", '0'
"'7167', ","'24.39',"," '2026-05-08  00:51:30',"," '11.58',", '0.49',", '0.0139'",", '0'",", '0'"
"'7168', ","'24.57',"," '2026-05-08  00:51:45',"," '9.46', ","'1.7', ","'0.0144', ","'0', ",'0'
"'7169', ","'24.79',"," '2026-05-08  00:52:00',"," '11.94',", '0.77',", '0.0278'",", '0'",", '0'"
"'7170', ","'24.66',"," '2026-05-08  00:52:15',"," '7.62', ","'1.12',"," '0.0222',"," '0',", '0'
"'7171', ","'24.44',"," '2026-05-08  00:52:30',"," '6.48', ","'0.4', ","'0.0112', ","'0', ",'0'
"'7172', ","'24.38',"," '2026-05-08  00:52:45',"," '9.91', ","'0.1', ","'0.0254', ","'0', ",'0'
"'7173', ","'24.41',"," '2026-05-08  00:53:00',"," '6.66', ","'1', '0",".0247', '0","', '0",'
"'7174', ","'24.62',"," '2026-05-08  00:53:15',"," '4.56', ","'1.94',"," '0.0327',"," '0',", '0'
"'7175', ","'24.36',"," '2026-05-08  00:53:30',"," '11.11',", '0.25',", '0.0087'",", '0'",", '0'"
"'7176', ","'24.42',"," '2026-05-08  00:53:45',"," '12.21',", '1.12',", '0.0167'",", '0'",", '0'"
"'7177', ","'24.39',"," '2026-05-08  00:54:00',"," '11.08',", '0.79',", '0.0122'",", '0'",", '0'"
"'7178', ","'24.36',"," '2026-05-08  00:54:15',"," '12.16',", '1.76',", '0.0194'",", '0'",", '0'"
"'7179', ","'24.6', ","'2026-05-08  00:54:30', ","'14.05', ","'1.89',"," '0.0145',"," '0',", '0'
"'7180', ","'24.38',"," '2026-05-08  00:54:45',"," '8.02', ","'0.73',"," '0.0258',"," '0',", '0'
"'7181', ","'24.63',"," '2026-05-08  00:55:00',"," '13.2', ","'0.06',"," '0.0288',"," '0',", '0'
"'7182', ","'24.44',"," '2026-05-08  00:55:15',"," '8.94', ","'1.53',"," '0.0306',"," '0',", '0'
"'7183', ","'24.67',"," '2026-05-08  00:55:30',"," '5.33', ","'1.43',"," '0.0282',"," '0',", '0'
"'7184', ","'24.4', ","'2026-05-08  00:55:45', ","'10.89', ","'1.46',"," '0.0314',"," '0',", '0'
"'7185', ","'24.19',"," '2026-05-08  00:56:00',"," '9.7', '","0.88', ","'0.0251', ","'0', ",'0'
"'7186', ","'24.71',"," '2026-05-08  00:56:15',"," '12.71',", '0.54',", '0.0256'",", '0'",", '0'"
"'7187', ","'24.3', ","'2026-05-08  00:56:30', ","'7.05', '","1.6', '","0.0218', '","0', '",0'
"'7188', ","'24.22',"," '2026-05-08  00:56:45',"," '14.11',", '1.67',", '0.0086'",", '0'",", '0'"
"'7189', ","'24.62',"," '2026-05-08  00:57:00',"," '4.98', ","'0.17',"," '0.0085',"," '0',", '0'
"'7190', ","'24.67',"," '2026-05-08  00:57:15',"," '13.25',", '1.06',", '0.0197'",", '0'",", '0'"
"'7191', ","'24.34',"," '2026-05-08  00:57:30',"," '12.14',", '1.81',", '0.0187'",", '0'",", '1'"
"'7192', ","'24.53',"," '2026-05-08  00:57:45',"," '5.56', ","'1.81',"," '0.0217',"," '0',", '0'
"'7193', ","'24.58',"," '2026-05-08  00:58:00',"," '6.75', ","'2.03',"," '0.0187',"," '0',", '0'
"'7194', ","'24.38',"," '2026-05-08  00:58:15',"," '8.75', ","'1.93',"," '0.0345',"," '0',", '0'
"'7195', ","'24.2', ","'2026-05-08  00:58:30', ","'10.3', '","2.21', ","'0.0254', ","'0', ",'0'
"'7196', ","'24.32',"," '2026-05-08  00:58:45',"," '8.55', ","'0.91',"," '0.0104',"," '0',", '0'
"'7197', ","'24.66',"," '2026-05-08  00:59:00',"," '4.56', ","'1.8', ","'0.0317', ","'0', ",'0'
"'7198', ","'24.73',"," '2026-05-08  00:59:15',"," '4.58', ","'1.39',"," '0.0279',"," '0',", '0'
"'7199', ","'24.17',"," '2026-05-08  00:59:30',"," '5.95', ","'0.96',"," '0.0181',"," '0',", '0'
"'7200', ","'24.35',"," '2026-05-08  00:59:45',"," '12.46',", '1.43',", '0.0162'",", '0'",", '0'"
"'7201', ","'24.44',"," '2026-05-08  01:00:00',"," '8.26', ","'1.07',"," '0.0286',"," '0',", '0'
"'7202', ","'24.71',"," '2026-05-08  01:00:15',"," '12.82',", '1.77',", '0.0164'",", '0'",", '0'"
"'7203', ","'24.42',"," '2026-05-08  01:00:30',"," '10.56',", '0.96',", '0.0083'",", '0'",", '0'"
"'7204', ","'24.28',"," '2026-05-08  01:00:45',"," '12.4', ","'0.24',"," '0.0198',"," '0',", '0'
"'7205', ","'24.34',"," '2026-05-08  01:01:00',"," '11.72',", '1.62',", '0.0249'",", '0'",", '0'"
"'7206', ","'24.37',"," '2026-05-08  01:01:15',"," '6.82', ","'1.56',"," '0.0195',"," '0',", '0'
"'7207', ","'24.58',"," '2026-05-08  01:01:30',"," '12.21',", '2.24',", '0.0285'",", '0'",", '0'"
"'7208', ","'24.44',"," '2026-05-08  01:01:45',"," '5.08', ","'2.07',"," '0.0209',"," '0',", '0'
"'7209', ","'24.47',"," '2026-05-08  01:02:00',"," '11.71',", '1.44',", '0.0323'",", '0'",", '0'"
"'7210', ","'24.66',"," '2026-05-08  01:02:15',"," '8.7', '","0.01', ","'0.0081', ","'0', ",'0'
"'7211', ","'24.17',"," '2026-05-08  01:02:30',"," '8.27', ","'0.27',"," '0.0189',"," '0',", '0'
"'7212', ","'24.16',"," '2026-05-08  01:02:45',"," '5.51', ","'0.8', ","'0.009', '","0', '",1'
"'7213', ","'24.18',"," '2026-05-08  01:03:00',"," '8.94', ","'0.44',"," '0.0103',"," '0',", '0'
"'7214', ","'24.6', ","'2026-05-08  01:03:15', ","'8.24', '","1.38', ","'0.0233', ","'0', ",'0'
"'7215', ","'24.21',"," '2026-05-08  01:03:30',"," '6.78', ","'1.68',"," '0.0161',"," '0',", '0'
"'7216', ","'24.19',"," '2026-05-08  01:03:45',"," '12.93',", '0.14',", '0.0267'",", '0'",", '1'"
"'7217', ","'24.65',"," '2026-05-08  01:04:00',"," '4.52', ","'0.24',"," '0.0158',"," '0',", '0'
"'7218', ","'24.62',"," '2026-05-08  01:04:15',"," '8.74', ","'1.05',"," '0.0145',"," '0',", '0'
"'7219', ","'24.26',"," '2026-05-08  01:04:30',"," '9.47', ","'0.18',"," '0.0264',"," '0',", '0'
"'7220', ","'24.41',"," '2026-05-08  01:04:45',"," '4.64', ","'0.03',"," '0.0156',"," '0',", '0'
"'7221', ","'24.43',"," '2026-05-08  01:05:00',"," '4.51', ","'2.28',"," '0.0305',"," '0',", '0'
"'7222', ","'24.5', ","'2026-05-08  01:05:15', ","'9.53', '","1.69', ","'0.0308', ","'0', ",'0'
"'7223', ","'24.13',"," '2026-05-08  01:05:30',"," '12.91',", '0.24',", '0.0314'",", '0'",", '0'"
"'7224', ","'24.4', ","'2026-05-08  01:05:45', ","'12.03', ","'1.51',"," '0.0209',"," '0',", '0'
"'7225', ","'24.6', ","'2026-05-08  01:06:00', ","'10.41', ","'2', '0",".0193', '0","', '1",'
"'7226', ","'24.21',"," '2026-05-08  01:06:15',", '117.65',", '1.59","', '0.0102","', '0","', '0'"
"'7227', ","'24.34',"," '2026-05-08  01:06:30',"," '13.19',"," '1.2',"," '0.0125',"," '0',", '1'
"'7228', ","'24.35',"," '2026-05-08  01:06:45',"," '5.76', ","'0.65',"," '0.0092',"," '0',", '0'
"'7229', ","'24.18',"," '2026-05-08  01:07:00',"," '7.91', ","'2.46',"," '0.0102',"," '0',", '0'
"'7230', ","'24.44',"," '2026-05-08  01:07:15',"," '9.5', '","2.19', ","'0.0267', ","'0', ",'0'
"'7231', ","'24.35',"," '2026-05-08  01:07:30',"," '9.49', ","'1.74',"," '0.0198',"," '0',", '0'
"'7232', ","'24.18',"," '2026-05-08  01:07:45',"," '5.17', ","'0.27',"," '0.0132',"," '0',", '0'
"'7233', ","'24.08',"," '2026-05-08  01:08:00',"," '10.93',", '0.86',", '0.0188'",", '0'",", '0'"
"'7234', ","'24.52',"," '2026-05-08  01:08:15',"," '8.09', ","'1.29',"," '0.0314',"," '0',", '0'
"'7235', ","'24.61',"," '2026-05-08  01:08:30',"," '12.58',", '1.23',", '0.0209'",", '0'",", '0'"
"'7236', ","'24.55',"," '2026-05-08  01:08:45',"," '9.43', ","'2.33',"," '0.0086',"," '0',", '0'
"'7237', ","'24.08',"," '2026-05-08  01:09:00',"," '11.67',"," '2', '","0.029', '0","', '0",'
"'7238', ","'24.46',"," '2026-05-08  01:09:15',"," '4.93', ","'1.12',"," '0.0213',"," '0',", '0'
"'7239', ","'24.6', ","'2026-05-08  01:09:30', ","'12.45', ","'0.88',"," '0.0255',"," '0',", '0'
"'7240', ","'24.08',"," '2026-05-08  01:09:45',"," '11.31',", '2.21',", '0.0217'",", '0'",", '0'"
"'7241', ","'24.26',"," '2026-05-08  01:10:00',"," '4.64', ","'0.92',"," '0.0121',"," '0',", '0'
"'7242', ","'24.41',"," '2026-05-08  01:10:15',"," '12', '0",".16', '","0.024', '0","', '0",'
"'7243', ","'24.14',"," '2026-05-08  01:10:30',"," '4.64', ","'1.1', ","'0.012', '","0', '",0'
"'7244', ","'24.33',"," '2026-05-08  01:10:45',"," '8.48', ","'0.64',"," '0.0132',"," '0',", '0'
"'7245', ","'24.06',"," '2026-05-08  01:11:00',"," '4.84', ","'2.16',"," '0.0128',"," '0',", '0'
"'7246', ","'24.33',"," '2026-05-08  01:11:15',"," '13.75',"," '0.6',"," '0.0322',"," '0',", '0'
"'7247', ","'24.41',"," '2026-05-08  01:11:30',", '163.16',", '2.14","', '0.0347","', '0","', '0'"
"'7248', ","'24.36',"," '2026-05-08  01:11:45',"," '11.24',", '0.23',", '0.0245'",", '0'",", '0'"
"'7249', ","'24.55',"," '2026-05-08  01:12:00',"," '89.94',", '1.12',", '0.0332'",", '0'",", '1'"
"'7250', ","'24.28',"," '2026-05-08  01:12:15',"," '11.63',"," '1.9',"," '0.0251',"," '0',", '0'
"'7251', ","'24.37',"," '2026-05-08  01:12:30',"," '12.4', ","'1.5', ","'0.0199', ","'0', ",'0'
"'7252', ","'24.46',"," '2026-05-08  01:12:45',"," '13.42',", '0.52',", '0.0124'",", '0'",", '1'"
"'7253', ","'24.08',"," '2026-05-08  01:13:00',"," '9.33', ","'2.36',"," '0.0291',"," '0',", '0'
"'7254', ","'24.38',"," '2026-05-08  01:13:15',"," '5.46', ","'0.66',"," '0.0336',"," '0',", '0'
"'7255', ","'24.29',"," '2026-05-08  01:13:30',"," '7.6', '","0.12', ","'0.0266', ","'0', ",'0'
"'7256', ","'24.35',"," '2026-05-08  01:13:45',"," '11.51',", '2.48',", '0.0326'",", '0'",", '0'"
"'7257', ","'24.43',"," '2026-05-08  01:14:00',", '168.96',", '2.07","', '0.0103","', '0","', '1'"
"'7258', ","'24.54',"," '2026-05-08  01:14:15',"," '10.41',", '0.05',", '0.0089'",", '0'",", '0'"
"'7259', ","'24.38',"," '2026-05-08  01:14:30',"," '6.83', ","'2', '0",".0341', '0","', '0",'
"'7260', ","'24.14',"," '2026-05-08  01:14:45',"," '4.76', ","'0.93',"," '0.0092',"," '0',", '0'
"'7261', ","'24.3', ","'2026-05-08  01:15:00', ","'6.9', '1",".23', '","0.0149', '","0', '",0'
"'7262', ","'24.13',"," '2026-05-08  01:15:15',"," '10.27',", '2.13',", '0.0108'",", '0'",", '1'"
"'7263', ","'24.56',"," '2026-05-08  01:15:30',"," '5.12', ","'0.29',"," '0.0168',"," '0',", '0'
"'7264', ","'24.17',"," '2026-05-08  01:15:45',"," '10.26',", '1.47',", '0.0121'",", '0'",", '0'"
"'7265', ","'24.02',"," '2026-05-08  01:16:00',"," '6.69', ","'1.17',"," '0.0125',"," '0',", '0'
"'7266', ","'24.21',"," '2026-05-08  01:16:15',"," '6.93', ","'1.16',"," '0.0132',"," '0',", '0'
"'7267', ","'24.56',"," '2026-05-08  01:16:30',"," '5.84', ","'1.98',"," '0.0331',"," '0',", '0'
"'7268', ","'24.47',"," '2026-05-08  01:16:45',"," '12.05',", '1.29',", '0.0086'",", '0'",", '0'"
"'7269', ","'24.32',"," '2026-05-08  01:17:00',"," '8.68', ","'2.15',"," '0.0316',"," '0',", '0'
"'7270', ","'24.17',"," '2026-05-08  01:17:15',"," '4.26', ","'0.36',"," '0.0314',"," '0',", '0'
"'7271', ","'24.35',"," '2026-05-08  01:17:30',"," '8.61', ","'1.75',"," '0.0132',"," '0',", '0'
"'7272', ","'24.03',"," '2026-05-08  01:17:45',"," '8.37', ","'0.09',"," '0.0155',"," '0',", '0'
"'7273', ","'24.08',"," '2026-05-08  01:18:00',"," '7.59', ","'1.09',"," '0.0189',"," '0',", '0'
"'7274', ","'24.2', ","'2026-05-08  01:18:15', ","'6.04', '","1.55', ","'0.018', '","0', '",0'
"'7275', ","'24.32',"," '2026-05-08  01:18:30',"," '4.55', ","'0.49',"," '0.0137',"," '0',", '0'
"'7276', ","'24.49',"," '2026-05-08  01:18:45',"," '4.75', ","'0.11',"," '0.0087',"," '0',", '0'
"'7277', ","'24.46',"," '2026-05-08  01:19:00',"," '9.68', ","'1.45',"," '0.0199',"," '0',", '0'
"'7278', ","'24.06',"," '2026-05-08  01:19:15',"," '11.89',", '2.37',", '0.0146'",", '0'",", '0'"
"'7279', ","'24.06',"," '2026-05-08  01:19:30',"," '9.37', ","'0.22',"," '0.0215',"," '0',", '0'
"'7280', ","'24.17',"," '2026-05-08  01:19:45',"," '8.64', ","'1.06',"," '0.0178',"," '0',", '0'
